id    source    source_cleaned    popularity
123131    hosp    hosp    0
123132    hosteller    hosteller    0
123133    hot-desking    hotdesking    0
123134    hotpants    hotpants    0
123135    hotrod    hotrod    0
123136    "hot-water bottle"    "hotwater bottle"    0
123137    hot-wire    hotwire    0
123138    "hound down"    "hound down"    0
123139    "hound on"    "hound on"    0
123140    "hound out"    "hound out"    0
123141    hourly-paid    hourlypaid    0
123142    houseboy    houseboy    0
123143    housedress    housedress    0
123144    houseful    houseful    0
123145    house-hunt    househunt    0
123146    house-husband    househusband    0
123147    housemate    housemate    0
123148    house-train    housetrain    0
123149    housewares    housewares    0
123150    housewifery    housewifery    0
123151    housewives    housewives    0
123152    "hover about"    "hover about"    0
123153    "hover around"    "hover around"    0
123154    hoverport    hoverport    0
123155    howdy    howdy    0
123156    how-d'ye-do    howdyedo    0
123157    h.p.    hp    0
123158    hrs    hrs    0
123159    HS    hs    0
123160    HST    hst    0
123161    HT    ht    0
123162    HUAC    huac    0
123163    hubris    hubris    0
123164    HUD    hud    0
123165    "huddle down"    "huddle down"    0
123166    "huddle together"    "huddle together"    0
123167    "huddle up"    "huddle up"    0
123168    huffed    huffed    0
123169    huffiness    huffiness    0
123170    hugger-mugger    huggermugger    0
123171    -hugging    hugging    0
123172    Hugh    hugh    0
123173    Huguenot    huguenot    0
123174    "Hula Hoop"    "hula hoop"    0
123175    humaneness    humaneness    0
123176    humanitarianism    humanitarianism    0
123177    humanization    humanization    0
123178    humanoid    humanoid    0
123179    humblebee    humblebee    0
123180    humiliatingly    humiliatingly    0
123181    hummock    hummock    0
123182    -humored    humored    0
123183    -humoured    humoured    0
123184    humourless    humourless    0
123185    humph    humph    0
123186    "hunger for"    "hunger for"    0
123187    "hung over"    "hung over"    0
123188    hunky-dory    hunkydory    0
123189    "hunt up"    "hunt up"    0
123190    Hunts    hunts    0
123191    hurdy-gurdy    hurdygurdy    0
123192    "hurl back"    "hurl back"    0
123193    HV    hv    0
123194    HVT    hvt    0
123195    hybridism    hybridism    0
123196    hybridization    hybridization    0
123197    hydro    hydro    0
123198    hydro...    hydro    0
123199    hydrocyanic    hydrocyanic    0
123200    hydrophobic    hydrophobic    0
123201    hydroponic    hydroponic    0
123202    hydropower    hydropower    0
123203    hyper...    hyper    0
123204    hyperacidity    hyperacidity    0
123205    hypercorrection    hypercorrection    0
123206    hyperglycaemia    hyperglycaemia    0
123207    hyperinflation    hyperinflation    0
123208    hyperlink    hyperlink    0
123209    hypermetropia    hypermetropia    0
123210    hypermetropy    hypermetropy    0
123211    hypnotherapist    hypnotherapist    0
123212    hypo    hypo    0
123213    hypoglycaemia    hypoglycaemia    0
123214    hypoglycaemic    hypoglycaemic    0
123215    hyponym    hyponym    0
123216    hyponymy    hyponymy    0
123217    hypothalamus    hypothalamus    0
123218    I.    i    0
123219    IA    ia    0
123220    IATA    iata    0
123221    IBEW    ibew    0
123222    IBS    ibs    0
123223    i/c    ic    0
123224    ICA    ica    0
123225    ICAO    icao    0
123226    ICBM    icbm    0
123227    ice-blue    iceblue    0
123228    iceman    iceman    0
123229    ICJ    icj    0
123230    icky    icky    0
123231    iconic    iconic    0
123232    iconoclasm    iconoclasm    0
123233    iconographer    iconographer    0
123234    iconographic    iconographic    0
123235    ICR    icr    0
123236    ICT    ict    0
123237    ICU    icu    0
123238    IDA    ida    0
123239    Ida.    ida    0
123240    IDB    idb    0
123241    IDD    idd    0
123242    idealization    idealization    0
123243    "idée fixe"    "idee fixe"    0
123244    ident    ident    0
123245    identifier    identifier    0
123246    "Identikit picture"    "identikit picture"    0
123247    ideogram    ideogram    0
123248    ideologue    ideologue    0
123249    idiolect    idiolect    0
123250    idiotically    idiotically    0
123251    IDP    idp    0
123252    IFAD    ifad    0
123253    IFC    ifc    0
123254    IFTO    ifto    0
123255    IG    ig    0
123256    Ignatius    ignatius    0
123257    IHS    ihs    0
123258    ikon    ikon    0
123259    ILA    ila    0
123260    ILEA    ilea    0
123261    ILGWU    ilgwu    0
123262    Iliad    iliad    0
123263    ill-assorted    illassorted    0
123264    ill-at-ease    illatease    0
123265    ill-breeding    illbreeding    0
123266    ill-defined    illdefined    0
123267    ill-favoured    illfavoured    0
123268    ill-formed    illformed    0
123269    ill-gotten    illgotten    0
123270    ill-humoured    illhumoured    0
123271    illiquid    illiquid    0
123272    ill-judged    illjudged    0
123273    ill-kempt    illkempt    0
123274    ill-nourished    illnourished    0
123275    illogic    illogic    0
123276    illogicality    illogicality    0
123277    ill-omened    illomened    0
123278    ill-prepared    illprepared    0
123279    ill-treatment    illtreatment    0
123280    illusionist    illusionist    0
123281    illustrated    illustrated    0
123282    ILS    ils    0
123283    ILWU    ilwu    0
123284    IM    im    0
123285    imager    imager    0
123286    imaginativeness    imaginativeness    0
123287    imaging    imaging    0
123288    imaginings    imaginings    0
123289    imbalanced    imbalanced    0
123290    IMHO    imho    0
123291    immaculately    immaculately    0
123292    immobiliser    immobiliser    0
123293    immorally    immorally    0
123294    immunodepressant    immunodepressant    0
123295    immunoglobulin    immunoglobulin    0
123296    immunological    immunological    0
123297    immunologist    immunologist    0
123298    immunosuppressant    immunosuppressant    0
123299    immunosuppression    immunosuppression    0
123300    immunosuppressive    immunosuppressive    0
123301    immunotherapy    immunotherapy    0
123302    IMO    imo    0
123303    imp.    imp    0
123304    impala    impala    0
123305    impatiens    impatiens    0
123306    impeccably    impeccably    0
123307    impedance    impedance    0
123308    impedimenta    impedimenta    0
123309    imperialistic    imperialistic    0
123310    impersonality    impersonality    0
123311    impingement    impingement    0
123312    impishly    impishly    0
123313    implausibly    implausibly    0
123314    implode    implode    0
123315    implosion    implosion    0
123316    imported    imported    0
123317    "import-export trade"    "importexport trade"    0
123318    imposter    imposter    0
123319    impoundment    impoundment    0
123320    impracticality    impracticality    0
123321    "imprest system"    "imprest system"    0
123322    imprinting    imprinting    0
123323    "improve on"    "improve on"    0
123324    improving    improving    0
123325    in.    in    0
123326    in...    in    0
123327    "in absentia"    "in absentia"    0
123328    inamorata    inamorata    0
123329    inanely    inanely    0
123330    inartistic    inartistic    0
123331    inbound    inbound    0
123332    inbreeding    inbreeding    0
123333    inbuilt    inbuilt    0
123334    Inc.    inc    0
123335    Incan    incan    0
123336    incapacitating    incapacitating    0
123337    "inch forward"    "inch forward"    0
123338    "inch out"    "inch out"    0
123339    "inch up"    "inch up"    0
123340    incisiveness    incisiveness    0
123341    inclined    inclined    0
123342    "include out"    "include out"    0
123343    incohesive    incohesive    0
123344    inconsequentially    inconsequentially    0
123345    inconspicuously    inconspicuously    0
123346    inconvertibility    inconvertibility    0
123347    incremental    incremental    0
123348    incrimination    incrimination    0
123349    incriminatory    incriminatory    0
123350    incunabula    incunabula    0
123351    Ind.    ind    0
123352    indefensibly    indefensibly    0
123353    indefinably    indefinably    0
123354    indentured    indentured    0
123355    indeterminacy    indeterminacy    0
123356    indexation    indexation    0
123357    indexed    indexed    0
123358    index-linking    indexlinking    0
123359    "index-tracking fund"    "indextracking fund"    0
123360    Indies    indies    0
123361    indifferently    indifferently    0
123362    indiscreetness    indiscreetness    0
123363    indistinguishably    indistinguishably    0
123364    Indo-    indo    0
123365    Indo-China    indochina    0
123366    indomitably    indomitably    0
123367    Indus    indus    0
123368    industrially    industrially    0
123369    industrial-strength    industrialstrength    0
123370    industriousness    industriousness    0
123371    ineducable    ineducable    0
123372    ineffectively    ineffectively    0
123373    ineffectiveness    ineffectiveness    0
123374    inequity    inequity    0
123375    inertia-reel    inertiareel    0
123376    inescapably    inescapably    0
123377    inexactitude    inexactitude    0
123378    inexpertly    inexpertly    0
123379    "in extremis"    "in extremis"    0
123380    infanta    infanta    0
123381    infante    infante    0
123382    infantilism    infantilism    0
123383    infantilize    infantilize    0
123384    infected    infected    0
123385    inferentially    inferentially    0
123386    infernally    infernally    0
123387    infill    infill    0
123388    "in flagrante delicto"    "in flagrante delicto"    0
123389    inflationism    inflationism    0
123390    inflationist    inflationist    0
123391    inflation-proof    inflationproof    0
123392    inflected    inflected    0
123393    infobahn    infobahn    0
123394    informational    informational    0
123395    informativity    informativity    0
123396    infra...    infra    0
123397    infrasonic    infrasonic    0
123398    infrasound    infrasound    0
123399    ingénue    ingenue    0
123400    inglenook    inglenook    0
123401    in-going    ingoing    0
123402    in-group    ingroup    0
123403    ingrowing    ingrowing    0
123404    inhalator    inhalator    0
123405    iniquitously    iniquitously    0
